userid,date,hour,points
d915f6ba-4db7-43b1-bd55-9790c60dd2e9,6/10/19,19,-1960
ee5d827a-3f1a-4f7a-8807-df5b884dd93e,6/28/19,20,246
a713b829-b8ba-438d-8bd2-1d845e8e1d59,6/19/19,19,1283
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,6/10/19,19,-2913
a63ca0d0-9f6a-430d-abc6-a274357f76b5,5/14/19,19,505
3dcbbef9-b173-4de1-a24e-62560cfd1fa7,6/28/19,20,-640
c2926ad9-f9c8-4e32-a792-dd0d2b082bde,6/28/19,19,2673
f7385756-db06-456b-a65a-f2f8577fc407,6/24/19,20,14
3dcbbef9-b173-4de1-a24e-62560cfd1fa7,6/24/19,20,185
a713b829-b8ba-438d-8bd2-1d845e8e1d59,6/11/19,19,142
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,5/31/19,20,-19
d2b83539-fbc7-4359-b735-4858b3f6e843,6/23/19,20,393
25c364c1-7573-467a-9455-acccdeb58261,6/28/19,19,-56
d915f6ba-4db7-43b1-bd55-9790c60dd2e9,6/28/19,20,-5
f7385756-db06-456b-a65a-f2f8577fc407,6/5/19,19,243
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,5/20/19,19,-14
3c899e68-1a7b-4535-b315-1d5d3dda0ecd,5/31/19,20,88
cef1b63a-bdb9-40c6-a961-23ed33cc789e,7/12/19,19,-139
c2926ad9-f9c8-4e32-a792-dd0d2b082bde,7/12/19,19,5670
f7385756-db06-456b-a65a-f2f8577fc407,7/24/19,19,148
3c899e68-1a7b-4535-b315-1d5d3dda0ecd,8/2/19,18,-757
3dcbbef9-b173-4de1-a24e-62560cfd1fa7,7/15/19,19,176
d915f6ba-4db7-43b1-bd55-9790c60dd2e9,8/2/19,18,649
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,8/5/19,19,824
d915f6ba-4db7-43b1-bd55-9790c60dd2e9,4/26/19,20,276
022de79e-ac71-48a9-a666-e4aadab864ed,3/12/19,20,39
a257c0ba-5358-41de-a638-b2e45b20392e,3/18/19,19,-1561
181e3676-86b4-4e07-8afc-c464c97e3ab4,3/18/19,19,-1699
97a589a4-0197-4a45-95c5-27fff1d506f4,3/27/19,20,-1703
11629335-882f-489c-aa1b-32a19b760ad8,4/8/19,19,-429
181e3676-86b4-4e07-8afc-c464c97e3ab4,3/7/19,19,-973
cef1b63a-bdb9-40c6-a961-23ed33cc789e,3/18/19,19,747
f7385756-db06-456b-a65a-f2f8577fc407,4/23/19,20,-30
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,2/28/19,19,999
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,1/15/19,19,296
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,4/17/19,20,1489
e2d582e1-2642-48e5-9263-dce969e228a1,2/1/19,20,-82
ee5d827a-3f1a-4f7a-8807-df5b884dd93e,4/26/19,20,603
23ed5c06-6b01-4f37-ac8e-9948cf6c9910,2/6/19,19,-1345
9d538064-51d2-43d6-b020-3ac7c5d8fdea,4/18/19,20,4
319294a2-1281-4a90-8de4-560080fa014e,5/13/19,20,7
f7385756-db06-456b-a65a-f2f8577fc407,4/26/19,20,123
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,1/15/19,18,-745
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,3/4/19,19,-335
a63ca0d0-9f6a-430d-abc6-a274357f76b5,3/4/19,19,748
a63ca0d0-9f6a-430d-abc6-a274357f76b5,3/11/19,19,978
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,4/1/19,20,-1633
64c75faf-011a-4548-accf-42bad4316f64,3/8/19,19,-40
3c899e68-1a7b-4535-b315-1d5d3dda0ecd,3/11/19,19,-419
b36318bf-92e4-4ddb-9253-5182adf61630,3/18/19,20,345
e66ea3f8-2381-403b-885d-0b37c01ac4ce,8/21/19,19,233
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,8/21/19,19,1634
a257c0ba-5358-41de-a638-b2e45b20392e,8/23/19,19,-783
239c519d-20a7-414c-9dc4-aa7488f78f5b,8/25/19,19,2933
c8310b2e-1e54-49b2-b861-a5e38f6e1ee0,8/27/19,18,1029
64c75faf-011a-4548-accf-42bad4316f64,9/4/19,18,1018
022de79e-ac71-48a9-a666-e4aadab864ed,8/30/19,19,-153
11629335-882f-489c-aa1b-32a19b760ad8,9/13/19,19,-107
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,9/13/19,19,381
a257c0ba-5358-41de-a638-b2e45b20392e,9/21/19,17,-1554
e66ea3f8-2381-403b-885d-0b37c01ac4ce,9/17/19,19,142
3c899e68-1a7b-4535-b315-1d5d3dda0ecd,9/13/19,18,-1269
cef1b63a-bdb9-40c6-a961-23ed33cc789e,8/2/19,18,-154
188e949a-a307-4b69-9111-d03467444bb6,8/14/19,18,1265
f7d04e2e-37dd-4545-b50e-bafbd9e0094f,8/10/19,18,285
84d57900-64fc-4eaa-816d-9fe8e874a814,8/6/19,19,-897
904e3ef9-df02-4538-b854-1aaa3fb9debe,8/15/19,18,-1272
022de79e-ac71-48a9-a666-e4aadab864ed,8/10/19,18,-605
e2d582e1-2642-48e5-9263-dce969e228a1,9/13/19,17,557
64c75faf-011a-4548-accf-42bad4316f64,9/13/19,17,776
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,9/22/19,17,-71
022de79e-ac71-48a9-a666-e4aadab864ed,9/24/19,20,678
022de79e-ac71-48a9-a666-e4aadab864ed,9/26/19,19,-238
53235972-89f1-4a8b-81c4-4357cb625a3f,10/15/19,19,-1402
188e949a-a307-4b69-9111-d03467444bb6,10/15/19,19,160
fd721b64-0f9a-433b-909d-4411546bf0f0,10/15/19,19,463
a257c0ba-5358-41de-a638-b2e45b20392e,11/8/19,16,279
46114ef0-5604-4037-8bfc-542ccd477b17,11/8/19,19,1697
199205c0-298b-488c-876d-06f9d73f832a,10/26/19,20,216
e66ea3f8-2381-403b-885d-0b37c01ac4ce,11/18/19,19,150
49e711ce-2e7d-4efb-b14c-a84f2942aef2,11/13/19,19,112
e7b98cbd-3d71-4599-a2ad-abc690aa4f82,11/13/19,18,956
46114ef0-5604-4037-8bfc-542ccd477b17,10/28/19,19,656
ee5d827a-3f1a-4f7a-8807-df5b884dd93e,11/18/19,20,70
601e7f6e-6b60-49d7-a374-9c6b62640224,11/18/19,20,262
188e949a-a307-4b69-9111-d03467444bb6,10/28/19,19,-1644
faed236f-1cb8-42cc-9c3b-d15d7ba39a71,12/4/19,18,2039
c8310b2e-1e54-49b2-b861-a5e38f6e1ee0,11/25/19,18,63
e66ea3f8-2381-403b-885d-0b37c01ac4ce,12/6/19,19,111
bc48d7eb-c366-4020-a306-b60fa0fc3922,12/9/19,18,63
181e3676-86b4-4e07-8afc-c464c97e3ab4,12/17/19,18,331
601e7f6e-6b60-49d7-a374-9c6b62640224,12/5/19,20,-1312
af37aa09-442e-442d-8850-74d669b5b12a,12/26/19,18,-120
f7c41f69-ce78-4d17-938c-44cac38fc1be,6/10/19,19,676
ff4b6a29-e290-4960-b00b-8a8f5dd0099d,6/23/19,20,59
ff4b6a29-e290-4960-b00b-8a8f5dd0099d,6/5/19,20,217
d0091f21-ccf5-4eac-81cf-317a6d5d7f7e,6/6/19,20,641
fe517e5d-b3c6-4c2c-8d5a-1c05f5340ffa,6/23/19,19,740
84ef1cb0-2a1b-4555-b8de-100209e8f7d4,6/23/19,20,-52
f69fc40f-c33b-45ea-b1ec-3ddc1ebf2915,6/24/19,20,5
d0091f21-ccf5-4eac-81cf-317a6d5d7f7e,6/28/19,20,609
13048baa-b816-49b5-9488-eef8dd0dfea6,6/30/19,19,33
d0091f21-ccf5-4eac-81cf-317a6d5d7f7e,6/23/19,20,143
575d3d20-46a7-44d5-8d59-094d2ca124bf,6/23/19,19,2259
af72312e-7051-4801-9da9-0d097723e803,6/19/19,20,-103
9e9d3b91-c1b1-4ba8-b798-52d6f09b8b83,6/23/19,20,2405
d68bf8ab-3681-472d-aeb9-d5324fce62d5,7/9/19,20,-75
84ef1cb0-2a1b-4555-b8de-100209e8f7d4,5/31/19,20,416
13048baa-b816-49b5-9488-eef8dd0dfea6,5/21/19,20,145
af72312e-7051-4801-9da9-0d097723e803,5/31/19,20,6
f9cd1ec0-6878-4d93-b57a-b248227d9d81,5/31/19,20,5
fe517e5d-b3c6-4c2c-8d5a-1c05f5340ffa,7/12/19,20,128
fc27689a-ba26-4a08-9835-13cb3fdb3739,7/24/19,20,408
9e9d3b91-c1b1-4ba8-b798-52d6f09b8b83,7/12/19,19,533
fc27689a-ba26-4a08-9835-13cb3fdb3739,8/2/19,19,-1093
fc27689a-ba26-4a08-9835-13cb3fdb3739,8/2/19,18,-943
29650477-c522-4910-80a4-42db3ec73086,4/8/19,19,64
fc27689a-ba26-4a08-9835-13cb3fdb3739,3/8/19,19,-324
fe517e5d-b3c6-4c2c-8d5a-1c05f5340ffa,2/1/19,20,-261
a2ffc486-282c-417a-84fd-81d40c42290b,2/25/19,19,-56
9e9d3b91-c1b1-4ba8-b798-52d6f09b8b83,5/3/19,20,184
d68bf8ab-3681-472d-aeb9-d5324fce62d5,3/28/19,20,-343
d68bf8ab-3681-472d-aeb9-d5324fce62d5,3/12/19,20,44
3567b1ef-59dc-4347-9bda-be8510a08cf0,1/16/19,19,486
9be95f3d-0b2d-4107-86a3-ef798c8297a2,4/25/19,19,-3007
251b809c-67d0-42ca-9e4b-b7ea737e5425,2/6/19,18,514
29650477-c522-4910-80a4-42db3ec73086,2/26/19,18,255
3db2053c-8ac3-46ec-b330-3f1e0902f612,2/6/19,19,707
13048baa-b816-49b5-9488-eef8dd0dfea6,5/14/19,19,90
3db2053c-8ac3-46ec-b330-3f1e0902f612,1/7/19,19,-726
d68bf8ab-3681-472d-aeb9-d5324fce62d5,2/1/19,20,296
84ef1cb0-2a1b-4555-b8de-100209e8f7d4,3/22/19,19,543
13048baa-b816-49b5-9488-eef8dd0dfea6,5/3/19,20,-96
29650477-c522-4910-80a4-42db3ec73086,4/11/19,19,276
fc27689a-ba26-4a08-9835-13cb3fdb3739,1/15/19,18,553
fc27689a-ba26-4a08-9835-13cb3fdb3739,2/6/19,18,279
ff4b6a29-e290-4960-b00b-8a8f5dd0099d,8/21/19,19,-159
3db2053c-8ac3-46ec-b330-3f1e0902f612,8/22/19,18,-67
9e9d3b91-c1b1-4ba8-b798-52d6f09b8b83,8/23/19,19,1235
981b1c19-2ccd-4567-ade1-717d0030a33d,9/13/19,19,-691
f69fc40f-c33b-45ea-b1ec-3ddc1ebf2915,8/25/19,20,-62
859433f0-7925-4b48-84bd-40dfa3fd9fa7,8/27/19,20,879
9fe05996-8491-4966-bf9c-ed1d1c765782,9/13/19,19,52
981b1c19-2ccd-4567-ade1-717d0030a33d,9/13/19,18,143
29650477-c522-4910-80a4-42db3ec73086,9/13/19,18,-20
abf6fa4c-c139-424d-9f2c-32774c844a27,9/17/19,19,-9
af72312e-7051-4801-9da9-0d097723e803,9/21/19,17,-352
abf6fa4c-c139-424d-9f2c-32774c844a27,8/6/19,19,10
f38091b3-b7a9-4f1a-85e2-3889123ed5c2,8/2/19,18,544
5ebc7afd-13a9-46f1-8030-20b6926fc70f,8/2/19,18,-61
c43ebfec-5073-4216-be4b-1773bcbda447,8/6/19,19,-246
3db2053c-8ac3-46ec-b330-3f1e0902f612,9/13/19,17,-42
abf6fa4c-c139-424d-9f2c-32774c844a27,9/24/19,20,87
fe517e5d-b3c6-4c2c-8d5a-1c05f5340ffa,9/22/19,17,71
ff4b6a29-e290-4960-b00b-8a8f5dd0099d,9/17/19,19,-257
859433f0-7925-4b48-84bd-40dfa3fd9fa7,9/24/19,20,94
859433f0-7925-4b48-84bd-40dfa3fd9fa7,9/21/19,17,75
98fe24ca-33a2-4f1d-b0ef-f2ad40add1d9,10/24/19,20,208
fe517e5d-b3c6-4c2c-8d5a-1c05f5340ffa,10/22/19,20,452
c3e19bc4-52bb-4195-89b2-c62004a12f07,11/8/19,18,557
d68bf8ab-3681-472d-aeb9-d5324fce62d5,11/18/19,19,-273
251b809c-67d0-42ca-9e4b-b7ea737e5425,11/20/19,19,531
29650477-c522-4910-80a4-42db3ec73086,11/8/19,20,33
981b1c19-2ccd-4567-ade1-717d0030a33d,11/19/19,19,-377
2cbb8e88-70d8-4c58-8616-014c849746a9,11/4/19,18,-765
7a773612-acc4-4a1e-b0a5-08c164b897f6,10/28/19,20,578
c43ebfec-5073-4216-be4b-1773bcbda447,11/4/19,19,354
6a23efee-90e2-4356-9743-6c8411bfdb8c,12/6/19,19,85
5ebc7afd-13a9-46f1-8030-20b6926fc70f,12/6/19,20,1314
64b51ac0-1672-4559-a5d2-9121dc7a2c5a,12/9/19,18,-1379
9e9d3b91-c1b1-4ba8-b798-52d6f09b8b83,12/16/19,18,261
f69fc40f-c33b-45ea-b1ec-3ddc1ebf2915,12/26/19,18,639
981b1c19-2ccd-4567-ade1-717d0030a33d,12/27/19,20,-502
712bd9ae-e011-4c9f-b073-c5472df314aa,6/5/19,20,185
f8b8ab86-3a7f-4ec1-98dd-3c0211381872,6/5/19,19,610
712bd9ae-e011-4c9f-b073-c5472df314aa,6/10/19,20,491
5ceb8c4c-21c9-4565-b81d-9bad0b3ae996,6/28/19,19,-8
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,6/23/19,20,-253
5ceb8c4c-21c9-4565-b81d-9bad0b3ae996,7/9/19,20,89
9111fdf7-466b-49b4-89a3-6bcc67ad4dad,6/11/19,19,172
b98205f7-6c0f-464f-a7e9-c29fe6304d31,6/28/19,19,-1600
63b11fb1-740e-4a10-83f5-a685ab6956b4,6/11/19,20,-970
98ad9436-f8de-4145-9e9e-80ef40546b57,5/31/19,20,1327
fae7b213-b4a7-4aee-a355-7ed296f268f4,5/14/19,19,512
5ceb8c4c-21c9-4565-b81d-9bad0b3ae996,6/24/19,20,-167
5ceb8c4c-21c9-4565-b81d-9bad0b3ae996,6/11/19,20,74
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,5/21/19,19,95
ee706d31-c5bc-446e-846e-fddb33bebe9f,6/23/19,19,1352
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,5/31/19,20,-494
bb72bfad-ee9f-4a3b-9845-01e1047f0147,7/12/19,19,420
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,7/17/19,19,-255
f8b8ab86-3a7f-4ec1-98dd-3c0211381872,7/24/19,20,4314
bda4e3f8-48e6-4d7a-9ddf-f1541c281d29,7/15/19,19,-78
b389ce2d-ac40-4cf3-b786-9bb7661d563e,8/2/19,18,-1686
98e0a6a9-1820-4ebc-a980-1948ccf44549,8/2/19,19,27
f1170375-0085-41f8-b0d7-0598b6fcc42b,8/10/19,19,575
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,4/19/19,19,-201
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,3/22/19,19,-70
f1395690-c579-4d90-89f2-f711d5677d43,5/13/19,19,-15
1ac0dfac-951f-447f-80a6-4d6b24a99116,2/21/19,19,1459
0ec29244-573c-4391-a093-052a133fa71b,5/13/19,20,76
b389ce2d-ac40-4cf3-b786-9bb7661d563e,4/17/19,19,-32
f8b8ab86-3a7f-4ec1-98dd-3c0211381872,2/21/19,20,470
3b4bcc6d-e749-40df-91ef-7d23543c0ad1,4/1/19,20,-39
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,2/28/19,18,534
63b11fb1-740e-4a10-83f5-a685ab6956b4,4/17/19,19,-428
98c9ae65-e784-4cc4-a2dc-0a1c4edc6032,3/18/19,19,-94
41ab64ce-aaf6-4f6a-8485-4deddc1c458b,5/9/19,19,136
41ab64ce-aaf6-4f6a-8485-4deddc1c458b,4/11/19,20,-382
9e843080-bc6d-4ca6-a896-ab5f122fb9dd,4/1/19,20,616
0a146bf0-a907-4d48-9aec-c768ec6f9f1d,3/8/19,19,-492
0d03a913-71b7-4604-b083-1f3391486d4e,4/8/19,20,163
bb72bfad-ee9f-4a3b-9845-01e1047f0147,2/7/19,19,-416
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,2/13/19,19,-477
b98205f7-6c0f-464f-a7e9-c29fe6304d31,1/7/19,18,-355
2d172cc1-15b2-4442-9fa6-82b30d77683d,8/15/19,18,892
f1395690-c579-4d90-89f2-f711d5677d43,8/23/19,19,551
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,8/23/19,19,-204
b98205f7-6c0f-464f-a7e9-c29fe6304d31,8/25/19,19,1089
98e0a6a9-1820-4ebc-a980-1948ccf44549,8/25/19,20,150
fdb25d58-8ceb-4d0f-b938-e88cfc7699c3,8/25/19,20,188
0ec29244-573c-4391-a093-052a133fa71b,9/13/19,18,32
b98205f7-6c0f-464f-a7e9-c29fe6304d31,9/13/19,18,-689
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,9/13/19,19,55
bb72bfad-ee9f-4a3b-9845-01e1047f0147,9/21/19,17,24
f1395690-c579-4d90-89f2-f711d5677d43,8/14/19,19,-1291
74fb9f44-a2d4-4d32-8814-67ea47864999,9/22/19,17,315
98ad9436-f8de-4145-9e9e-80ef40546b57,8/10/19,18,179
0ec29244-573c-4391-a093-052a133fa71b,8/6/19,19,-582
bda4e3f8-48e6-4d7a-9ddf-f1541c281d29,9/22/19,17,178
98ad9436-f8de-4145-9e9e-80ef40546b57,8/14/19,18,-1880
88c77207-3855-4755-9b84-fa4ab0689e9d,9/22/19,17,-192
63b11fb1-740e-4a10-83f5-a685ab6956b4,10/15/19,19,-1264
e6cb1d51-000d-428d-b42f-28d5fe243ba4,10/15/19,19,1220
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,10/24/19,20,642
c8bc6b62-5cc1-4a91-8f2a-a12f933853d9,10/24/19,19,-118
63b11fb1-740e-4a10-83f5-a685ab6956b4,11/8/19,18,332
63b11fb1-740e-4a10-83f5-a685ab6956b4,11/13/19,18,246
98ad9436-f8de-4145-9e9e-80ef40546b57,11/18/19,18,170
ee706d31-c5bc-446e-846e-fddb33bebe9f,11/18/19,18,-642
74fb9f44-a2d4-4d32-8814-67ea47864999,10/28/19,20,4
98ad9436-f8de-4145-9e9e-80ef40546b57,10/28/19,20,569
ac8256fa-d3ad-4952-9bd1-1a9140dc29d2,11/4/19,20,602
1a72b634-5990-4826-94bd-587a3c0ae94b,11/25/19,18,25
b389ce2d-ac40-4cf3-b786-9bb7661d563e,11/25/19,18,-17
88c77207-3855-4755-9b84-fa4ab0689e9d,11/25/19,18,181
b389ce2d-ac40-4cf3-b786-9bb7661d563e,12/26/19,20,-2968
e6cb1d51-000d-428d-b42f-28d5fe243ba4,12/26/19,18,1498
abbf1f07-d818-4ec4-8d5c-d8e5766ea599,6/10/19,20,588
c83ebe9b-29b0-4ea8-a7af-47e58e34a42e,6/11/19,20,292
c83ebe9b-29b0-4ea8-a7af-47e58e34a42e,6/5/19,19,388
788aaf3b-31eb-450c-a488-14ed2578b4b8,6/5/19,20,1948
a92a9ad5-458c-4fa0-9511-8fb8091f117f,6/5/19,19,190
4fb90fef-bdc3-4181-84f1-c417f78793e6,6/5/19,20,-1299
7d259cf9-51b5-462c-870d-5fa248a87da4,6/5/19,20,-94
31486e80-daaa-4f88-b226-47a4ed1134f1,7/9/19,20,1513
60b98fd9-9879-47e1-a700-97752f4b5063,5/14/19,19,-747
0b31d59b-7066-4b70-841a-2bbcb41ceb55,6/5/19,19,559
0b31d59b-7066-4b70-841a-2bbcb41ceb55,6/11/19,19,320
b98b7e30-1b3c-4434-a645-e8b66bd76e40,7/24/19,20,1673
bff3156e-1536-42c7-bb94-1d0461b9750c,7/15/19,19,-3020
3e86c740-bd48-41d2-b07a-1c015d981204,8/10/19,19,508
40ba67e7-7b1c-48fc-989a-a0eb4c4b9c63,3/8/19,20,88
83c16eb2-b9ec-4ca8-a4ce-d1f3c0c0456a,2/25/19,20,248
1faba180-5a8d-4a91-9ec9-9109dc6e7e4d,5/3/19,20,139
5b353ed8-9b16-4d71-ae04-9f0985d77778,2/1/19,20,605
7c0ed694-f92e-432c-a395-d57bc5d81fa1,1/15/19,18,85
71a87e9d-6592-4cf6-98bd-e8aff326deaa,4/11/19,19,783
e88aa18b-4086-47bd-9305-7e4b7f40647e,5/13/19,20,-3627
09362d9a-c399-4c7e-9c2c-0a0d0566769c,5/14/19,19,-144
9727cc85-d4aa-4597-b60d-25d0189181f4,4/12/19,19,414
8ecf5204-8ee5-4e87-bf17-262051783d83,3/28/19,20,336
71a87e9d-6592-4cf6-98bd-e8aff326deaa,4/18/19,19,-684
09362d9a-c399-4c7e-9c2c-0a0d0566769c,2/6/19,18,199
5b353ed8-9b16-4d71-ae04-9f0985d77778,4/12/19,19,891
7c0ed694-f92e-432c-a395-d57bc5d81fa1,2/15/19,18,-419
7d9be86d-f7fd-4c91-919e-d82547ef1d66,8/14/19,19,-36
40ba67e7-7b1c-48fc-989a-a0eb4c4b9c63,8/21/19,19,-81
71a87e9d-6592-4cf6-98bd-e8aff326deaa,8/23/19,19,514
40ba67e7-7b1c-48fc-989a-a0eb4c4b9c63,8/25/19,19,-12
3054c290-6cc1-4ddd-8a76-0ab39334f409,8/25/19,18,-93
071b09d3-162a-4204-b4cc-9192a80417b4,9/13/19,19,-114
71a87e9d-6592-4cf6-98bd-e8aff326deaa,9/13/19,19,-1025
6305d8f5-171e-4b18-8c32-32b34d8b2f94,9/21/19,17,-875
00b53abd-90d9-4953-b441-8989e75f616e,8/14/19,19,221
e88aa18b-4086-47bd-9305-7e4b7f40647e,8/14/19,18,1578
40ba67e7-7b1c-48fc-989a-a0eb4c4b9c63,8/2/19,19,-167
7c0ed694-f92e-432c-a395-d57bc5d81fa1,8/14/19,18,-380
7c0ed694-f92e-432c-a395-d57bc5d81fa1,8/14/19,19,-527
5b353ed8-9b16-4d71-ae04-9f0985d77778,9/13/19,19,-27
7d9be86d-f7fd-4c91-919e-d82547ef1d66,9/22/19,17,22
5b353ed8-9b16-4d71-ae04-9f0985d77778,9/26/19,19,311
3054c290-6cc1-4ddd-8a76-0ab39334f409,10/15/19,19,-142
71a87e9d-6592-4cf6-98bd-e8aff326deaa,10/15/19,19,680
a693ce85-c658-44c1-bce0-497d7f31e475,11/8/19,18,-616
e8dc0f36-8af5-4deb-8d73-46eee4730a71,11/8/19,16,52
6a2da625-631f-4c97-b6e9-254b8d6189d1,11/13/19,18,396
6305d8f5-171e-4b18-8c32-32b34d8b2f94,11/13/19,19,549
3e86c740-bd48-41d2-b07a-1c015d981204,11/4/19,18,13
21e6e524-402a-4445-9c9c-d826c25fd01d,12/18/19,19,895
6a2da625-631f-4c97-b6e9-254b8d6189d1,10/28/19,19,-188
1a62e6fe-a4ae-4e61-9763-57bea2c6628b,12/3/19,20,31
bff3156e-1536-42c7-bb94-1d0461b9750c,11/25/19,18,1055
5b353ed8-9b16-4d71-ae04-9f0985d77778,12/16/19,19,237
ed1aa697-8f7d-4f5e-8720-25c401314ea4,12/13/19,19,32
a693ce85-c658-44c1-bce0-497d7f31e475,12/26/19,20,510
30fa8b97-469b-4747-a460-95176ed82661,6/10/19,20,40
ea364158-4415-4a86-8267-ce77ad6e00b0,6/5/19,19,522
096688b6-8816-445a-bdcf-0848de1c992c,6/6/19,20,47
b0283441-5cc5-4b11-9d2e-1903f1b92191,6/24/19,20,-1158
8897647e-775a-4e5b-943f-e0d5ea781457,6/28/19,19,758
83a874c2-17a7-45c5-be0a-080874379187,6/11/19,20,1315
d83f724d-4517-46df-910d-a2ce6643bdf8,6/11/19,19,-228
30fa8b97-469b-4747-a460-95176ed82661,5/23/19,19,32
086ba8d9-6cc6-4dbb-8f99-28aae3c90424,6/24/19,20,-698
aae33cf2-6774-4576-b7c6-01a3cf16e269,6/28/19,20,-922
be1c3cb4-e9a7-4cf1-89dd-8577690c01a2,6/28/19,20,451
b0283441-5cc5-4b11-9d2e-1903f1b92191,5/29/19,18,155
aa9857fe-f415-4d98-8462-18e607044476,5/29/19,18,162
ea364158-4415-4a86-8267-ce77ad6e00b0,6/10/19,19,-324
0f9027e8-a4ff-4191-99e1-75c475443c9a,6/24/19,20,-48
8ef9619f-5509-4be8-964c-bff343ea2c2f,6/5/19,20,-805
b0283441-5cc5-4b11-9d2e-1903f1b92191,6/11/19,20,-2295
d84726c3-bc0a-4833-9b10-dc827d5b5973,5/16/19,20,36
8897647e-775a-4e5b-943f-e0d5ea781457,5/31/19,20,-788
d83f724d-4517-46df-910d-a2ce6643bdf8,7/12/19,20,-291
424fc967-5e61-4e77-afd8-619b03cec9e4,7/24/19,19,124
d84726c3-bc0a-4833-9b10-dc827d5b5973,7/24/19,19,314
e17a91d6-cf39-4d8f-ba3a-d18643b9b245,8/2/19,19,-152
096688b6-8816-445a-bdcf-0848de1c992c,8/2/19,19,-101
aae33cf2-6774-4576-b7c6-01a3cf16e269,7/15/19,19,285
8a365c17-8405-4ec6-bc5a-36dcc4a65c6f,3/12/19,20,299
63015ae4-f7dd-4347-abc4-651dbb034591,3/11/19,19,84
c78d8f0e-06a3-4543-bfb7-e9c0fd0f84dc,4/17/19,18,-644
e17a91d6-cf39-4d8f-ba3a-d18643b9b245,2/21/19,19,127
be1c3cb4-e9a7-4cf1-89dd-8577690c01a2,2/20/19,19,-816
8ef9619f-5509-4be8-964c-bff343ea2c2f,4/26/19,20,-268
5bf61f44-c16c-4771-bbf8-b4d0843f462b,5/13/19,20,-59
ce1405b0-981f-442a-8385-f84f8c3fd785,2/6/19,19,-384
be1c3cb4-e9a7-4cf1-89dd-8577690c01a2,3/20/19,19,681
ea364158-4415-4a86-8267-ce77ad6e00b0,2/13/19,16,362
5bf61f44-c16c-4771-bbf8-b4d0843f462b,4/17/19,18,-155
ea364158-4415-4a86-8267-ce77ad6e00b0,5/3/19,20,133
e82c415e-4609-45bc-b6c0-f3768471585a,2/21/19,20,-1
8897647e-775a-4e5b-943f-e0d5ea781457,2/1/19,19,95
30fa8b97-469b-4747-a460-95176ed82661,4/18/19,20,543
e17a91d6-cf39-4d8f-ba3a-d18643b9b245,2/13/19,20,-1392
63015ae4-f7dd-4347-abc4-651dbb034591,2/6/19,19,-39
30fa8b97-469b-4747-a460-95176ed82661,4/2/19,20,374
5bf61f44-c16c-4771-bbf8-b4d0843f462b,5/3/19,19,-177
aae33cf2-6774-4576-b7c6-01a3cf16e269,4/1/19,20,-127
b0283441-5cc5-4b11-9d2e-1903f1b92191,3/18/19,20,268
83a874c2-17a7-45c5-be0a-080874379187,4/5/19,20,1100
ce1405b0-981f-442a-8385-f84f8c3fd785,2/21/19,20,-132
83a874c2-17a7-45c5-be0a-080874379187,5/3/19,20,1749
dc85e720-cbb2-4250-aebc-346e8ce8b795,8/14/19,19,48
ea364158-4415-4a86-8267-ce77ad6e00b0,8/14/19,19,421
ea364158-4415-4a86-8267-ce77ad6e00b0,8/22/19,18,670
3361e130-2cc4-4811-b16d-99e589907612,8/23/19,19,594
aa9857fe-f415-4d98-8462-18e607044476,8/23/19,19,160
0f9027e8-a4ff-4191-99e1-75c475443c9a,8/25/19,20,279
d0d4cdeb-77b3-41e8-b343-a589ce1a982c,8/27/19,18,1529
3c526b04-a1a6-470c-9c65-2413fe7da127,9/4/19,18,1504
3361e130-2cc4-4811-b16d-99e589907612,8/30/19,18,373
59796123-9eac-4aa2-ad37-0724fbc47400,9/13/19,19,-554
5f9954e5-a9ef-4a6e-8d6f-a1a941c9802c,9/17/19,19,432
d84726c3-bc0a-4833-9b10-dc827d5b5973,8/2/19,18,-1
83a874c2-17a7-45c5-be0a-080874379187,8/21/19,19,-1622
d84726c3-bc0a-4833-9b10-dc827d5b5973,8/15/19,18,-2
7c1a9d3e-16bf-45b7-828f-fa36a736483c,8/6/19,19,-139
